진료과,병원명,주소,평점,의사,온라인 예약 여부,의사 평점,리뷰수,병원링크,평점구간
소아과,조은안과의원,서울특별시 성북구 보국문로 40-3 2층 (정릉동),8.5,['한석재'],False,['8.5'],27,https://www.modoodoc.com/hospital/11323/%EC%A1%B0%EC%9D%80%EC%95%88%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A0%95%EB%A6%89%EB%8F%99,"[8.5, 9.0)"
소아과,이민수정신건강의학과의원,서울 성북구 고려대로24길 20,8.2,['이민수'],False,['8.2'],11,https://www.modoodoc.com/hospital/10605/%EC%9D%B4%EB%AF%BC%EC%88%98%EC%A0%95%EC%8B%A0%EA%B1%B4%EA%B0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
소아과,오라쁘띠의원,"서울특별시 성북구 아리랑로18, 상목빌딩3층",9.0,['손성민'],False,['9.0'],16,https://www.modoodoc.com/hospital/9980/%EC%98%A4%EB%9D%BC%EC%81%98%EB%9D%A0%ED%99%94%EC%9D%B4%ED%8A%B8%EB%8B%9D%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%84%A0%EB%8F%995%EA%B0%80,"[9.0, 9.5)"
소아과,정치과의원,서울 성북구 길음로13길 22,7.7,['정치과의원 원장'],False,['7.7'],7,https://www.modoodoc.com/hospital/13117/%EC%A0%95%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[7.5, 8.0)"
소아과,365봄이비인후과의원,"서울특별시 성북구 길음로 33 A동상가동 지하1층 1호,2-1호 (길음동, 길음뉴타운8단지아파트)",8.0,['365봄이비인후과의원 원장'],False,['8.0'],11,https://www.modoodoc.com/hospital/4511/365%EB%B4%84%EC%9D%B4%EB%B9%84%EC%9D%B8%ED%9B%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
소아과,서울탑정신건강의학과의원,서울특별시 성북구 월계로 4 5층 (하월곡동),9.6,"['김양렬', '배하현', '노가혜']",False,"['8.8', '10.0', '10.0']",3,https://www.modoodoc.com/hospital/8069/%EC%84%9C%EC%9A%B8%ED%83%91%EC%A0%95%EC%8B%A0%EA%B1%B4%EA%B0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%ED%95%98%EC%9B%94%EA%B3%A1%EB%8F%99,"[9.5, 10.0)"
소아과,한성한의원,서울특별시 성북구 동소문로 8 1층 (동소문동2가),9.3,['한성한의원 원장'],False,['9.3'],11,https://www.modoodoc.com/hospital/16863/%ED%95%9C%EC%84%B1%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
소아과,차한의원,서울특별시 성북구 돌곶이로27길 83 지상2층 (장위동),8.3,['차한의원 원장'],False,['8.3'],2,https://www.modoodoc.com/hospital/16500/%EC%B0%A8%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
소아과,의료법인열린의료재단혜화열린의원,"서울특별시 성북구 동소문로 125 5층 (동선동4가, 골든타워)",8.3,['의료법인열린의료재단혜화열린의원 원장'],False,['8.3'],3,https://www.modoodoc.com/hospital/10510/%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%EC%97%B4%EB%A6%B0%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%ED%98%9C%ED%99%94%EC%97%B4%EB%A6%B0%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
소아과,성북하선의원,서울 성북구 성북로5길 2 2층,7.4,['성북하선의원 원장'],False,['7.4'],3,https://www.modoodoc.com/hospital/8268/%EC%84%B1%EB%B6%81%ED%95%98%EC%84%A0%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%84%B1%EB%B6%81%EB%8F%991%EA%B0%80,"[7.0, 7.5)"
소아과,무지개정신건강의학과의원,서울 성북구 동소문로 125,9.3,['최은형'],False,['9.3'],13,https://www.modoodoc.com/hospital/67470/%EB%AC%B4%EC%A7%80%EA%B0%9C%EC%A0%95%EC%8B%A0%EA%B1%B4%EA%B0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%84%A0%EB%8F%994%EA%B0%80,"[9.0, 9.5)"
소아과,제일한의원,서울특별시 성북구 아리랑로 28 2층 (동선동5가),10.0,['제일한의원 원장'],False,['10.0'],2,https://www.modoodoc.com/hospital/16381/%EC%A0%9C%EC%9D%BC%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,
소아과,장대환내과의원,서울특별시 성북구 장월로 88-1 (장위동),7.8,['장대환내과의원 원장'],False,['7.8'],6,https://www.modoodoc.com/hospital/10991/%EC%9E%A5%EB%8C%80%ED%99%98%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[7.5, 8.0)"
소아과,현대내과의원,"서울특별시 성북구 삼양로 66 301,302호 (길음동, 동부크리닉센터)",8.0,['현대내과의원 원장'],False,['8.0'],5,https://www.modoodoc.com/hospital/12563/%ED%98%84%EB%8C%80%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
소아과,루시나산부인과,"서울특별시 성북구 보문로 180 (삼선동4가, 지하1층, 지상2,3,4,8,9,10층)",8.6,"['김창훈', '김명미', '김영인']",False,"['8.5', '10.0', '0.0']",25,https://www.modoodoc.com/hospital/6297/%EB%A3%A8%EC%8B%9C%EB%82%98%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%82%BC%EC%84%A0%EB%8F%994%EA%B0%80,"[8.5, 9.0)"
소아과,국민건강내과의원,서울 성북구 종암로 123,8.8,"['채명훈', '오세환']",False,"['8.6', '9.3']",21,https://www.modoodoc.com/hospital/66684/%EA%B5%AD%EB%AF%BC%EA%B1%B4%EA%B0%95%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
소아과,더편한치과의원,서울특별시 성북구 동소문로 92,9.0,['배진경'],False,['9.0'],47,https://www.modoodoc.com/hospital/3862/%EB%8D%94%ED%8E%B8%ED%95%9C%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%995%EA%B0%80,"[9.0, 9.5)"
소아과,연세스타치과의원,"서울특별시 성북구 화랑로 76 1층 118호 (하월곡동, 코업스타클래스)",9.2,['연세스타치과의원 원장'],False,['9.2'],8,https://www.modoodoc.com/hospital/2379/%EC%97%B0%EC%84%B8%EC%8A%A4%ED%83%80%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%ED%95%98%EC%9B%94%EA%B3%A1%EB%8F%99,"[9.0, 9.5)"
소아과,조성식치과의원,서울 성북구 동소문로 11 세화빌딩,7.8,['조성식치과의원 원장'],False,['7.8'],3,https://www.modoodoc.com/hospital/67857/%EC%A1%B0%EC%84%B1%EC%8B%9D%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%991%EA%B0%80,"[7.5, 8.0)"
소아과,참이비인후과의원,서울 성북구 장월로 146-1,8.3,['참이비인후과의원 원장'],False,['8.3'],18,https://www.modoodoc.com/hospital/11563/%EC%B0%B8%EC%9D%B4%EB%B9%84%EC%9D%B8%ED%9B%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
소아과,열린소아청소년과의원,서울 성북구 정릉로 306 1층,9.0,['열린소아청소년과의원 원장'],False,['9.0'],1,https://www.modoodoc.com/hospital/70702/%EC%97%B4%EB%A6%B0%EC%86%8C%EC%95%84%EC%B2%AD%EC%86%8C%EB%85%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%A0%95%EB%A6%89%EB%8F%99,"[9.0, 9.5)"
소아과,서울맑은눈안과의원,서울 성북구 종암로 122 스타벅스 2층,8.5,['조항진'],False,['8.5'],57,https://www.modoodoc.com/hospital/7817/%EC%84%9C%EC%9A%B8%EB%A7%91%EC%9D%80%EB%88%88%EC%95%88%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%A2%85%EC%95%94%EB%8F%99,"[8.5, 9.0)"
소아과,성북정형외과의원,서울특별시 성북구 화랑로 285 (장위동),5.4,['김금철'],False,['5.4'],4,https://www.modoodoc.com/hospital/8266/%EC%84%B1%EB%B6%81%EC%A0%95%ED%98%95%EC%99%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%9E%A5%EC%9C%84%EB%8F%99,"[5.0, 5.5)"
소아과,연세가정의학과,서울특별시 성북구 보국문로 168 (정릉동),7.8,['연세가정의학과의원 원장'],False,['7.8'],7,https://www.modoodoc.com/hospital/9299/%EC%97%B0%EC%84%B8%EA%B0%80%EC%A0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[7.5, 8.0)"
소아과,서울가정의학과의원,"서울특별시 성북구 종암로27길 13 302호 (종암동, 도원프라자)",9.1,"['서울가정의학과의원 원장', '서울가정의학과의원 원장']",False,"['8.6', '10.0']",8,https://www.modoodoc.com/hospital/7754/%EC%84%9C%EC%9A%B8%EA%B0%80%EC%A0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
소아과,맑은성모이비인후과의원,"서울특별시 성북구 삼양로13길 45 4층 402호 (길음동, 길음뉴타운상가)",8.5,['맑은성모이비인후과의원 원장'],False,['8.5'],13,https://www.modoodoc.com/hospital/6506/%EB%A7%91%EC%9D%80%EC%84%B1%EB%AA%A8%EC%9D%B4%EB%B9%84%EC%9D%B8%ED%9B%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
소아과,서울에스치과의원,"서울 성북구 숭인로 509 2층(길음동, 래미안길음센터피스)",9.0,"['조성인', '전소영', '한선희']",False,"['9.3', '9.0', '8.2']",14,https://www.modoodoc.com/hospital/17208/%EC%84%9C%EC%9A%B8%EC%97%90%EC%8A%A4%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
소아과,봉사당한의원,서울특별시 성북구 오패산로 34 지상2층 (하월곡동),8.7,['봉사당한의원 원장'],False,['8.7'],3,https://www.modoodoc.com/hospital/15112/%EB%B4%89%EC%82%AC%EB%8B%B9%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
소아과,송이여성의원,"서울특별시 성북구 보국문로 43 (정릉동,야원빌딩 4층)",7.8,['송이여성의원 원장'],False,['7.8'],14,https://www.modoodoc.com/hospital/8484/%EC%86%A1%EC%9D%B4%EC%97%AC%EC%84%B1%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A0%95%EB%A6%89%EB%8F%99,"[7.5, 8.0)"
소아과,아산키즈소아청소년과의원,"서울특별시 성북구 종암로 122 2층 (종암동, 시원빌딩)",9.0,['아산키즈소아청소년과의원 원장'],False,['9.0'],2,https://www.modoodoc.com/hospital/8875/%EC%95%84%EC%82%B0%ED%82%A4%EC%A6%88%EC%86%8C%EC%95%84%EC%B2%AD%EC%86%8C%EB%85%84%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
소아과,최준내과의원,서울특별시 성북구 돌곶이로 174-1 (장위동),8.2,['최준내과의원 원장'],False,['8.2'],7,https://www.modoodoc.com/hospital/11776/%EC%B5%9C%EC%A4%80%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
소아과,덕생당한의원,서울특별시 성북구 동소문로 127 지상1층 (동선동4가),8.9,['덕생당한의원 원장'],False,['8.9'],10,https://www.modoodoc.com/hospital/14508/%EB%8D%95%EC%83%9D%EB%8B%B9%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
소아과,서울성모의원,서울 성북구 돌곶이로 59,8.9,['서울성모의원 원장'],False,['8.9'],18,https://www.modoodoc.com/hospital/35469/%EC%84%9C%EC%9A%B8%EC%84%B1%EB%AA%A8%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
소아과,서울제이내과의원,서울 성북구 동소문로 63 5층,9.0,['정유'],False,['9.0'],3,https://www.modoodoc.com/hospital/70700/%EC%84%9C%EC%9A%B8j%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%994%EA%B0%80,"[9.0, 9.5)"
소아과,스타이비인후과 의원,"서울특별시 성북구 종암로 122 3층 (종암동, 시원빌딩)",8.5,['금효섭'],False,['8.5'],26,https://www.modoodoc.com/hospital/8605/%EC%8A%A4%ED%83%80%EC%9D%B4%EB%B9%84%EC%9D%B8%ED%9B%84%EA%B3%BC-%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
소아과,연세수내과의원,"서울특별시 성북구 아리랑로 3-0 (동소문동6가, 기업은행)",8.8,['연세수내과의원 원장'],False,['8.8'],27,https://www.modoodoc.com/hospital/9507/%EC%97%B0%EC%84%B8%EC%88%98%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
소아과,율치과교정과치과의원,서울 성북구 동소문로 120 301호 율치과교정과치과의원,8.7,['이광민'],False,['8.7'],10,https://www.modoodoc.com/hospital/2835/%EC%9C%A8%EC%B9%98%EA%B3%BC%EA%B5%90%EC%A0%95%EA%B3%BC%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%84%A0%EB%8F%991%EA%B0%80,"[8.5, 9.0)"
소아과,한양치과의원,서울 성북구 종암로 120 금강빌딩,9.5,['한양치과의원 원장'],False,['9.5'],4,https://www.modoodoc.com/hospital/67849/%ED%95%9C%EC%96%91%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EC%A2%85%EC%95%94%EB%8F%99,"[9.5, 10.0)"
소아과,서울의원,서울 성북구 고려대로 92 2층,7.3,['서울의원 원장'],False,['7.3'],5,https://www.modoodoc.com/hospital/7990/%EC%84%9C%EC%9A%B8%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[7.0, 7.5)"
소아과,더꼼꼼한치과의원,서울 성북구 동소문로 10,9.4,['더꼼꼼한치과의원 원장'],False,['9.4'],31,https://www.modoodoc.com/hospital/13249/%EB%8D%94%EA%BC%BC%EA%BC%BC%ED%95%9C%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
소아과,자숨한의원,서울 성북구 숭인로 50,9.3,['자숨한의원 원장'],False,['9.3'],4,https://www.modoodoc.com/hospital/67287/%EC%9E%90%EC%88%A8%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[9.0, 9.5)"
소아과,리츠서울내과의원,서울특별시 성북구 보문로 157 (삼선동5가),8.5,"['이동채', '이수정']",False,"['8.7', '8.3']",29,https://www.modoodoc.com/hospital/6387/%EB%A6%AC%EC%B8%A0%EC%84%9C%EC%9A%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
소아과,동일한의원,서울 성북구 보문로 51 2층,10.0,['동일한의원 원장'],False,['10.0'],2,https://www.modoodoc.com/hospital/14633/%EB%8F%99%EC%9D%BC%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%B3%B4%EB%AC%B8%EB%8F%997%EA%B0%80,
소아과,유명한의원,"서울특별시 성북구 동소문로 248 상가105동 2층 5호 (길음동, 삼부아파트)",8.4,['유명한의원 원장'],False,['8.4'],2,https://www.modoodoc.com/hospital/16045/%EC%9C%A0%EB%AA%85%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
소아과,연세다나아마취통증의학과의원,서울특별시 성북구 한천로76다길 46 4층 (석관동),8.5,['연세다나아마취통증의학과의원 원장'],False,['8.5'],6,https://www.modoodoc.com/hospital/9351/%EC%97%B0%EC%84%B8%EB%8B%A4%EB%82%98%EC%95%84%EB%A7%88%EC%B7%A8%ED%86%B5%EC%A6%9D%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%84%9D%EA%B4%80%EB%8F%99,"[8.5, 9.0)"
소아과,연우한의원,"서울특별시 성북구 삼선교로 87 2층 (삼선동4가, 도담빌딩)",7.5,['연우한의원 원장'],False,['7.5'],1,https://www.modoodoc.com/hospital/15815/%EC%97%B0%EC%9A%B0%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[7.5, 8.0)"
소아과,오제홍재활의학과의원,"서울특별시 성북구 동소문로 92 3층 (동소문동5가, 강윤빌딩)",8.1,['오제홍재활의학과의원 원장'],False,['8.1'],17,https://www.modoodoc.com/hospital/10025/%EC%98%A4%EC%A0%9C%ED%99%8D%EC%9E%AC%ED%99%9C%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%995%EA%B0%80,"[8.0, 8.5)"
소아과,수치과의원,서울 성북구 삼양로 66,6.5,['강수봉'],False,['6.5'],3,https://www.modoodoc.com/hospital/2012/%EC%88%98%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[6.5, 7.0)"
소아과,수비경희한의원,서울특별시 성북구 종암로 129 지상2층 219호 (종암동),10.0,['수비경희한의원 원장'],False,['10.0'],1,https://www.modoodoc.com/hospital/15509/%EC%88%98%EB%B9%84%EA%B2%BD%ED%9D%AC%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,
소아과,현대한의원,"서울특별시 성북구 동소문로 16-1 (동소문동2가, 창성빌딩)",9.4,['현대한의원 원장'],False,['9.4'],2,https://www.modoodoc.com/hospital/16993/%ED%98%84%EB%8C%80%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.0, 9.5)"
소아과,길음연세치과의원,"서울특별시 성북구 길음로7길 6 217호 (길음동, 정릉길음뉴타운9단지 연도형상가))",9.1,['서영로'],False,['9.1'],4,https://www.modoodoc.com/hospital/553/%EA%B8%B8%EC%9D%8C%EC%97%B0%EC%84%B8%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EA%B8%B8%EC%9D%8C%EB%8F%99,"[9.0, 9.5)"
소아과,미소천사치과의원,"서울특별시 성북구 월계로40길 7 304호 (장위동,센트럴상가)",8.6,['미소천사치과의원 원장'],False,['8.6'],13,https://www.modoodoc.com/hospital/1122/%EB%AF%B8%EC%86%8C%EC%B2%9C%EC%82%AC%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%9E%A5%EC%9C%84%EB%8F%99,"[8.5, 9.0)"
소아과,약초화한의원,서울특별시 성북구 아리랑로 3 3층 (동소문동6가),8.3,['약초화한의원 원장'],False,['8.3'],8,https://www.modoodoc.com/hospital/15753/%EC%95%BD%EC%B4%88%ED%99%94%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
소아과,김효석내과의원,서울특별시 성북구 종암로 80 (종암동),9.6,['김효석내과의원 원장'],False,['9.6'],4,https://www.modoodoc.com/hospital/5555/%EA%B9%80%ED%9A%A8%EC%84%9D%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[9.5, 10.0)"
소아과,윤영근내과의원,서울특별시 성북구 화랑로 95 (하월곡동),8.3,['윤영근내과의원 원장'],False,['8.3'],15,https://www.modoodoc.com/hospital/10426/%EC%9C%A4%EC%98%81%EA%B7%BC%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.0, 8.5)"
소아과,현대여성산부인과의원,서울특별시 성북구 종암로 115 3층 (종암동),9.6,['현대여성산부인과의원 원장'],False,['9.6'],3,https://www.modoodoc.com/hospital/12570/%ED%98%84%EB%8C%80%EC%97%AC%EC%84%B1%EC%82%B0%EB%B6%80%EC%9D%B8%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EC%95%94%EB%8F%99,"[9.5, 10.0)"
소아과,서울미래정형외과,"서울특별시 성북구 종암로21길 3 (종암동, 용진빌딩)",8.4,['서울미래정형외과의원 원장'],False,['8.4'],22,https://www.modoodoc.com/hospital/7826/%EC%84%9C%EC%9A%B8%EB%AF%B8%EB%9E%98%EC%A0%95%ED%98%95%EC%99%B8%EA%B3%BC-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A2%85%EC%95%94%EB%8F%99,"[8.0, 8.5)"
소아과,두기한의원,서울특별시 성북구 동소문로 312 지상2층 (하월곡동),8.7,['두기한의원 원장'],False,['8.7'],4,https://www.modoodoc.com/hospital/14656/%EB%91%90%EA%B8%B0%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[8.5, 9.0)"
소아과,정릉부부치과의원,서울특별시 성북구 보국문로18길 1 지상3층 (정릉동),7.9,['신동윤'],False,['7.9'],3,https://www.modoodoc.com/hospital/3167/%EC%A0%95%EB%A6%89%EB%B6%80%EB%B6%80%EC%B9%98%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC-%EC%A0%95%EB%A6%89%EB%8F%99,"[7.5, 8.0)"
소아과,휴앤힐정신건강의학과의원,서울 성북구 고려대로24길 11,6.8,['성승모'],False,['6.8'],5,https://www.modoodoc.com/hospital/66828/%ED%9C%B4%EC%95%A4%ED%9E%90%EC%A0%95%EC%8B%A0%EA%B1%B4%EA%B0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[6.5, 7.0)"
소아과,영라인의원,서울특별시 성북구 성북로6길 4 (성북동),5.0,['영라인의원 원장'],False,['5.0'],1,https://www.modoodoc.com/hospital/9877/%EC%98%81%EB%9D%BC%EC%9D%B8%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8%EC%8B%9C-%EC%84%B1%EB%B6%81%EA%B5%AC,"[5.0, 5.5)"
소아과,정성철정신건강의학과의원,서울특별시 성북구 동소문로 12 청암빌딩 2층,6.8,['정성철정신건강의학과의원 원장'],False,['6.8'],3,https://www.modoodoc.com/hospital/11126/%EC%A0%95%EC%84%B1%EC%B2%A0%EC%A0%95%EC%8B%A0%EA%B1%B4%EA%B0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%86%8C%EB%AC%B8%EB%8F%992%EA%B0%80,"[6.5, 7.0)"
소아과,정토한의원,서울 성북구 동소문로20나길 3 3층,10.0,['채명철'],False,['10.0'],1,https://www.modoodoc.com/hospital/70323/%EC%A0%95%ED%86%A0%ED%95%9C%EC%9D%98%EC%9B%90-%EC%84%9C%EC%9A%B8-%EB%8F%99%EC%84%A0%EB%8F%991%EA%B0%80,
